name,lat,lon,region,adm_zone
5-я Парковая ул.,55.79290264,37.78772601,Измайлово,ВАО
7-я Парковая ул.,55.79301399,37.7938182,Измайлово,ВАО
Метро «Первомайская»,55.79309877,37.79882395,Измайлово,ВАО
15-я Парковая ул.,55.79343936,37.81981326,Восточное Измайлово,ВАО
Главная ал.,55.7866487,37.76169693,Измайлово,ВАО
Ул. Короленко,55.79949205,37.68612005,Сокольники,ВАО
Новорязанская ул.,55.77232795,37.65776441,Красносельский,ЦАО
Халтуринская ул.,55.79929487,37.72850093,Преображенское,ВАО
Метро «Ш. Энтузиастов»,55.75865873,37.75218526,Соколиная Гора,ВАО
Южный речной вокзал,55.69201734,37.66634392,Нагатинский Затон,ЮАО
Черкизово,55.80230284,37.72689301,Преображенское,ВАО
Нагатинский затон,55.68532783,37.70808591,Нагатинский Затон,ЮАО
Велозаводский рынок,55.71150711,37.66609622,Южнопортовый,ЮВАО
16-я Парковая ул.,55.79370757,37.82154197,Восточное Измайлово,ВАО
"Чертановская улица, 53",55.60246308,37.58945246,Чертаново Южное,ЮАО
15-я Парковая ул.,55.79367591,37.81877179,Восточное Измайлово,ВАО
Ул. Ленинская Слобода,55.71311863,37.66365294,Даниловский,ЮАО
К/т «Первомайский»,55.79345224,37.80513675,Измайлово,ВАО
"Чертановская ул., 28",55.61949019,37.59394526,Чертаново Центральное,ЮАО
7-я Парковая ул.,55.79328531,37.79351143,Измайлово,ВАО
16-я Парковая ул.,55.79348732,37.82240578,Восточное Измайлово,ВАО
"Чертановская ул., 28",55.61971205,37.5937583,Чертаново Центральное,ЮАО
3-я Парковая ул.,55.79287267,37.78237946,Измайлово,ВАО
15-я Парковая улица,55.79367666,37.8196404,Восточное Измайлово,ВАО
Б. Семеновская ул.,55.78106828,37.71572353,Соколиная Гора,ВАО
"Чертановская улица, 53",55.60254477,37.5892918,Чертаново Южное,ЮАО
13-я Парковая ул.,55.79356552,37.81296223,Восточное Измайлово,ВАО
Переведеновский пер.,55.78120327,37.69559672,Басманный,ЦАО
7-я Парковая улица,55.79328374,37.79431249,Измайлово,ВАО
Якорная ул.,55.6871359,37.68246978,Нагатинский Затон,ЮАО
"Бакунинская ул., 84",55.77917108,37.6915218,Басманный,ЦАО
Затонная ул.,55.68321282,37.68259728,Нагатинский Затон,ЮАО
Балакиревский пер.,55.77763099,37.68908509,Басманный,ЦАО
5-я Парковая ул.,55.79309612,37.7888255,Измайлово,ВАО
Поликлиника,55.67789286,37.68555547,Нагатинский Затон,ЮАО
3-я Парковая ул.,55.79299456,37.78351658,Измайлово,ВАО
Спартаковская улица,55.77172232,37.66844717,Басманный,ЦАО
Измайловская пл.,55.79134795,37.7753453,Измайлово,ВАО
2-й троллейбусный парк,55.77233515,37.66338778,Красносельский,ЦАО
Поликлиника,55.67843726,37.68554388,Нагатинский Затон,ЮАО
Управа района Северное Измайлово,55.8030616,37.78949321,Северное Измайлово,ВАО
3-я Парковая улица,55.79265201,37.78253568,Измайлово,ВАО
Затонная ул.,55.68317477,37.68320288,Нагатинский Затон,ЮАО
Монтажная ул.,55.82480968,37.75877062,Метрогородок,ВАО
Консультативно-диагностический центр,55.82301887,37.75532705,Метрогородок,ВАО
Якорная ул.,55.68681487,37.68304223,Нагатинский Затон,ЮАО
Тагильская ул.,55.82072335,37.75089068,Метрогородок,ВАО
Центр детского творчества «Виктория»,55.58898692,37.61070682,Чертаново Южное,ЮАО
37-й квартал Измайлова,55.80378443,37.75854367,Северное Измайлово,ВАО
Плодоовощной комбинат,55.81750915,37.74323705,Метрогородок,ВАО
Метро «Черкизовская»,55.80127436,37.7447977,Преображенское,ВАО
Просп. Буденного,55.75676676,37.74242292,Соколиная Гора,ВАО
Метро «Преображенская пл.»,55.79570127,37.71285109,Преображенское,ВАО
Ул. Гвоздева,55.73564882,37.65666735,Таганский,ЦАО
Метро «Ш. Энтузиастов»,55.75855793,37.75253621,Соколиная Гора,ВАО
Метро «Таганская»,55.73908464,37.65331306,Таганский,ЦАО
"Сиреневый бульв., 4",55.80218456,37.757599,Измайлово,ВАО
К/т «Слава»,55.76271149,37.77334214,Перово,ВАО
Никитинская ул.,55.80217882,37.77543318,Измайлово,ВАО
Ул. Плеханова,55.75935534,37.75667589,Перово,ВАО
3-я Парковая ул.,55.8022689,37.78401125,Измайлово,ВАО
Ул. Гвоздева,55.7355263,37.65614072,Таганский,ЦАО
Метро «Коломенская»,55.67942535,37.66477936,Нагатинский Затон,ЮАО
Управа района Северное Измайлово,55.80239071,37.78876413,Измайлово,ВАО
Преображенская пл.,55.79540062,37.70819217,Преображенское,ВАО
7-я Парковая ул.,55.803099,37.79333608,Северное Измайлово,ВАО
Районный центр «София»,55.80252055,37.79949808,Измайлово,ВАО
11-я Парковая ул.,55.80258572,37.80340309,Измайлово,ВАО
Метро «Южная»,55.62376143,37.60928434,Чертаново Северное,ЮАО
13-я Парковая ул.,55.80268962,37.81293139,Восточное Измайлово,ВАО
Районный центр «София»,55.80316028,37.79785239,Северное Измайлово,ВАО
Сиреневый бульв.,55.80277245,37.81940145,Восточное Измайлово,ВАО
7-я Парковая ул.,55.80241271,37.79495385,Измайлово,ВАО
"Открытое ш., 26",55.82659032,37.76629688,Метрогородок,ВАО
Шарикоподшипниковская ул.,55.72292752,37.6633683,Даниловский,ЮАО
13-я гор. б-ца,55.71682013,37.66380088,Даниловский,ЮАО
Диспансер,55.67546205,37.68773487,Нагатинский Затон,ЮАО
Школа,55.67608251,37.69777275,Нагатинский Затон,ЮАО
Библиотека им. Симонова,55.67844189,37.70466944,Нагатинский Затон,ЮАО
13-я гор. б-ца,55.71833839,37.66393432,Южнопортовый,ЮВАО
Коломенская наб.,55.67523615,37.69381412,Нагатинский Затон,ЮАО
К/т «Первомайский»,55.793198,37.8051935,Восточное Измайлово,ВАО
Метро «Первомайская»,55.79333234,37.79989628,Измайлово,ВАО
"Зеленый просп., 65",55.75282419,37.80753529,Новогиреево,ВАО
Метро «Красносельская»,55.77856544,37.66459734,Красносельский,ЦАО
Метро «Новогиреево»,55.75204273,37.81296254,Новогиреево,ВАО
Метро «Новогиреево»,55.75133023,37.81815909,Новогиреево,ВАО
Краснопрудная ул.,55.7806512,37.66896911,Красносельский,ЦАО
Ф-ка «Буревестник»,55.79073797,37.66054062,Сокольники,ВАО
Костомаровский мост,55.74758664,37.66871308,Таганский,ЦАО
Леснорядская ул.,55.78229457,37.67203621,Красносельский,ЦАО
Д/к Метростроя,55.75108511,37.6655924,Таганский,ЦАО
Преображенская пл.,55.79499915,37.70972651,Преображенское,ВАО
Пл. Земляной Вал,55.76417304,37.65717878,Басманный,ЦАО
Сад им. Баумана,55.76553704,37.661022,Басманный,ЦАО
Сервисный центр «Московский Транспорт» - Ул. Александра Лукьянова,55.76697306,37.6648434,Басманный,ЦАО
37-й квартал Измайлова,55.804173,37.75783557,Гольяново,ВАО
Пл. Разгуляй,55.76932953,37.66947005,Басманный,ЦАО
Метро «Комсомольская»,55.77536176,37.65733149,Красносельский,ЦАО
Монтажная ул.,55.80899848,37.778069,Северное Измайлово,ВАО
"Ул. Шумкина, 26",55.7869912,37.67282824,Сокольники,ВАО
Москва - 2 - тов.,55.78822453,37.66983643,Сокольники,ВАО
"Хабаровская ул., 4",55.81484581,37.82896334,Гольяново,ВАО
Ул. Лобачика,55.78899652,37.66455016,Сокольники,ВАО
Байкальская ул.,55.81692733,37.8272529,Гольяново,ВАО
"Хабаровская ул., 20",55.82475485,37.82475659,Гольяново,ВАО
Маленковская ул.,55.78555024,37.67574847,Сокольники,ВАО
15-я Парковая ул.,55.80780154,37.8180954,Северное Измайлово,ВАО
2-й Котляковский переулок,55.64342003,37.6382478,Москворечье-Сабурово,ЮАО
Пл. Разгуляй,55.76921469,37.66865041,Басманный,ЦАО
Щелковское ш.,55.81054678,37.81670981,Северное Измайлово,ВАО
Сервисный центр «Московский Транспорт» - Улица Александра Лукьянова,55.76682881,37.66379647,Басманный,ЦАО
Котляковская улица,55.64470544,37.64083026,Москворечье-Сабурово,ЮАО
Монтажная ул.,55.80853933,37.77483928,Гольяново,ВАО
Сад им. Баумана,55.76536253,37.65978591,Басманный,ЦАО
"Хабаровская ул., 4",55.81460781,37.8280948,Гольяново,ВАО
Тагильская ул.,55.82058032,37.7507949,Метрогородок,ВАО
Д/к Метростроя,55.75172265,37.6646009,Таганский,ЦАО
"Ул. Акад. Миллионщикова, 23",55.66804404,37.64823199,Нагатино-Садовники,ЮАО
Консультативно-диагностический центр,55.82273816,37.75508015,Метрогородок,ВАО
Костомаровский мост,55.74743967,37.66818615,Таганский,ЦАО
"Ул. Акад. Миллионщикова, 13",55.67033805,37.64942953,Нагатино-Садовники,ЮАО
Детские ясли-сад,55.82717052,37.76365738,Метрогородок,ВАО
Метро «Профсоюзная»,55.6771319,37.56431892,Черёмушки,ЮЗАО
Улица Академика Миллионщикова,55.67481981,37.65477804,Нагатино-Садовники,ЮАО
Сиреневый сад,55.80529262,37.76185647,Гольяново,ВАО
"Болотниковская ул., 35",55.66031803,37.58869032,Зюзино,ЮЗАО
Школа самбо,55.6729802,37.65800635,Нагатино-Садовники,ЮАО
3-я Парковая ул.,55.80996747,37.78398802,Гольяново,ВАО
Сиреневый сад,55.80528901,37.76433166,Северное Измайлово,ВАО
МФЦ Зюзино,55.65775304,37.59538996,Зюзино,ЮЗАО
"Проспект Андропова, 42",55.67202048,37.66186731,Нагатино-Садовники,ЮАО
Коломенский проезд - Музей «Коломенское»,55.6692614,37.66124841,Нагатино-Садовники,ЮАО
Поликлиника,55.65598083,37.59810619,Зюзино,ЮЗАО
"Проспект Андропова, 42",55.6723714,37.66319533,Нагатинский Затон,ЮАО
"Азовская ул., 35",55.64763684,37.59836188,Зюзино,ЮЗАО
"Новогиреевская ул., 37",55.75344912,37.79868348,Новогиреево,ВАО
Школа № 536,55.64387078,37.5944741,Зюзино,ЮЗАО
Ул. Металлургов,55.75833973,37.78840046,Перово,ВАО
Чертановский пруд,55.63935559,37.60230792,Чертаново Северное,ЮАО
Москва - 2 - тов.,55.78780647,37.67022664,Сокольники,ВАО
Школа № 536,55.64370888,37.59475958,Зюзино,ЮЗАО
"Ул. Шумкина, 26",55.78723151,37.67455039,Сокольники,ВАО
К/т «Первомайский»,55.79339619,37.80597939,Восточное Измайлово,ВАО
"Азовская ул., 35",55.64755338,37.59862932,Зюзино,ЮЗАО
Плодоовощной комбинат,55.81762039,37.74323141,Метрогородок,ВАО
Метро «Севастопольская»,55.65176343,37.59856808,Зюзино,ЮЗАО
Ул. Ремизова,55.67848646,37.5949708,Котловка,ЮЗАО
К/т «Таллин»,55.67501607,37.59063849,Котловка,ЮЗАО
Поликлиника,55.65705717,37.59772679,Зюзино,ЮЗАО
Одесская ул.,55.66249636,37.59804639,Зюзино,ЮЗАО
Одесская ул.,55.65891864,37.59299848,Зюзино,ЮЗАО
"Черноморский бульв., 17",55.64498635,37.60024228,Зюзино,ЮЗАО
Школа самбо,55.67315429,37.65796175,Нагатино-Садовники,ЮАО
Интернат,55.67074529,37.65452966,Нагатино-Садовники,ЮАО
Симферопольский бульв.,55.64468747,37.60626059,Нагорный,ЮАО
"Коломенский проезд, 23",55.66809569,37.65542903,Нагатино-Садовники,ЮАО
"Хабаровская ул., 20",55.82429743,37.82515812,Гольяново,ВАО
Музей военной формы,55.75738405,37.59379993,Пресненский,ЦАО
"Уральская ул., 23",55.8230278,37.80240199,Гольяново,ВАО
Электромеханический колледж,55.66565411,37.64661639,Нагатино-Садовники,ЮАО
Верхняя Первомайская ул.,55.79891014,37.79900687,Измайлово,ВАО
Больница им. Юдина,55.6644382,37.64057313,Нагатино-Садовники,ЮАО
7-я Парковая ул.,55.79702218,37.79321497,Измайлово,ВАО
"Коломенский пр., 8",55.66617837,37.64974915,Нагатино-Садовники,ЮАО
3-я Парковая ул.,55.7969154,37.78390659,Измайлово,ВАО
МФЦ Измайлово,55.79555505,37.78243382,Измайлово,ВАО
Первомайская ул.,55.79231927,37.78310985,Измайлово,ВАО
3-я Парковая ул.,55.79627069,37.7846629,Измайлово,ВАО
5-я Парковая ул.,55.7963304,37.78855985,Измайлово,ВАО
7-я Парковая ул.,55.79641061,37.79444659,Измайлово,ВАО
Бакунинская улица,55.77396007,37.67832873,Басманный,ЦАО
Измайловский бульв.,55.79760594,37.79940346,Измайлово,ВАО
"Уральская ул., 19",55.82086349,37.79812225,Гольяново,ВАО
Верхняя Первомайская ул.,55.79958172,37.79934385,Измайлово,ВАО
"15-я Парковая ул., 24",55.8004352,37.81877639,Восточное Измайлово,ВАО
Управа района Восточное Измайлово,55.79734079,37.81755038,Восточное Измайлово,ВАО
Моск. театр Теней,55.79730145,37.81350299,Восточное Измайлово,ВАО
Пантелеевская ул.,55.77916302,37.64603024,Красносельский,ЦАО
Первомайская ул.,55.79318347,37.78309673,Измайлово,ВАО
Метро «Проспект Мира»,55.7804434,37.6345373,Мещанский,ЦАО
МФЦ Измайлово,55.7948362,37.78280566,Измайлово,ВАО
Ул. Щепкина,55.77835742,37.62946014,Мещанский,ЦАО
Измайловский бульв.,55.7965311,37.79992668,Измайлово,ВАО
11-я Парковая ул.,55.79659681,37.80616127,Восточное Измайлово,ВАО
Ул. Достоевского,55.78262541,37.61100272,Тверской,ЦАО
Селезневская ул.,55.78114054,37.6091626,Тверской,ЦАО
Моск. театр Теней,55.79667511,37.81316609,Восточное Измайлово,ВАО
Никоновский пер.,55.77980706,37.61136832,Тверской,ЦАО
Управа района Восточное Измайлово,55.79673513,37.81784216,Восточное Измайлово,ВАО
Ул. Щепкина,55.7782049,37.62877386,Мещанский,ЦАО
"15-я Парковая ул., 26",55.80121452,37.81904181,Восточное Измайлово,ВАО
Поликлиника,55.77687941,37.67271719,Красносельский,ЦАО
Театр Мимики и Жеста,55.79710521,37.79840516,Измайлово,ВАО
Денисовский пер.,55.76671146,37.67976962,Басманный,ЦАО
Ул. Бирюсинка,55.8161096,37.7785018,Гольяново,ВАО
МГТУ им. Баумана,55.76416476,37.68014758,Басманный,ЦАО
10-й автобусный парк,55.81127219,37.77308169,Гольяново,ВАО
Лефортовская наб.,55.76297392,37.68229047,Басманный,ЦАО
МГТУ им. Баумана,55.76497022,37.68034464,Басманный,ЦАО
Тагильская улица,55.80853881,37.76280331,Гольяново,ВАО
Денисовский пер.,55.76595064,37.68013782,Басманный,ЦАО
Алтайская ул.,55.81980488,37.82596886,Гольяново,ВАО
10-й автобусный парк,55.8116184,37.77502795,Гольяново,ВАО
Аптекарский пер.,55.76965194,37.67945903,Басманный,ЦАО
2-й Иртышский пр.,55.81923428,37.78159379,Гольяново,ВАО
Детская стоматологическая п-ка № 38,55.81751074,37.82276064,Гольяново,ВАО
Черницынский пр.,55.81992659,37.78479557,Гольяново,ВАО
Гольяново,55.81736083,37.81704597,Гольяново,ВАО
Церковь Зосимы и Савватия,55.81727982,37.81441317,Гольяново,ВАО
Иркутская ул.,55.81662697,37.78634635,Гольяново,ВАО
Саянская ул.,55.76604085,37.83249816,Ивановское,ВАО
Аптека,55.81652185,37.8116158,Гольяново,ВАО
МФЦ Ивановское,55.76415921,37.83240047,Ивановское,ВАО
"Байкальская ул., 16",55.81667197,37.79394307,Гольяново,ВАО
"Ул. Молостовых, 8",55.76106471,37.83221243,Ивановское,ВАО
Муз. школа,55.8130596,37.81194702,Гольяново,ВАО
Черницыно,55.81673417,37.79980077,Гольяново,ВАО
Предприятие № 12 Всероссийского Общества Слепых,55.75490527,37.83183005,Ивановское,ВАО
Аптека,55.81700232,37.81222646,Гольяново,ВАО
Иркутская ул.,55.81795324,37.78556924,Гольяново,ВАО
Ул. Молостовых,55.7499653,37.82892338,Ивановское,ВАО
Гольяново,55.81718225,37.81759516,Гольяново,ВАО
Детская стоматологическая п-ка № 38,55.8173538,37.82349092,Гольяново,ВАО
Черницынский пр.,55.81969467,37.78553429,Гольяново,ВАО
"Зеленый просп., 85",55.75079307,37.82332277,Новогиреево,ВАО
"Ул. Сталеваров, 22",55.75428426,37.83962689,Ивановское,ВАО
2-й Иртышский пр.,55.81927079,37.78051863,Гольяново,ВАО
Метро «Новогиреево»,55.75147337,37.81912868,Новогиреево,ВАО
Симферопольский бульв.,55.64545211,37.60687417,Нагорный,ЮАО
Метро «Новогиреево»,55.74979124,37.81608473,Новогиреево,ВАО
"Черноморский бульв., 17",55.64545858,37.60229543,Зюзино,ЮЗАО
Болотниковская ул.,55.65906829,37.59422472,Зюзино,ЮЗАО
Метро «Выхино»,55.71655708,37.81905841,Вешняки,ВАО
"Зеленый просп., 85",55.75036977,37.82471367,Новогиреево,ВАО
Одесская ул.,55.66400331,37.60012953,Зюзино,ЮЗАО
К/т «Таллин»,55.67548112,37.59166731,Котловка,ЮЗАО
Ул. Молостовых,55.74958724,37.83001594,Новогиреево,ВАО
К/т «Березка»,55.75011322,37.80043469,Новогиреево,ВАО
"Ул. Молостовых, 19",55.75134914,37.83198957,Ивановское,ВАО
Федеративный просп.,55.75870873,37.7953383,Перово,ВАО
Предприятие № 12 Всероссийского Общества Слепых,55.75574718,37.8323246,Ивановское,ВАО
"Ул. Молостовых, 8",55.76199132,37.83263975,Ивановское,ВАО
Новогиреевская ул.,55.76040476,37.79418271,Перово,ВАО
Саянская ул.,55.76695018,37.8334824,Ивановское,ВАО
Клинический научный центр,55.76430045,37.79127315,Перово,ВАО
К/т «Слава»,55.76269709,37.77385258,Перово,ВАО
"Ул. Сталеваров, 10",55.76224856,37.83979366,Ивановское,ВАО
Школа,55.75716562,37.83952646,Ивановское,ВАО
"Ул. Сталеваров, 22",55.75374963,37.83931311,Ивановское,ВАО
Школа,55.75736909,37.83982464,Ивановское,ВАО
"Ул. Сталеваров, 10",55.76276537,37.84011619,Ивановское,ВАО
Ивановское,55.76755711,37.83568914,Ивановское,ВАО
Пл. Амилкара Кабрала,55.72290343,37.8255436,Вешняки,ВАО
Метро «Выхино»,55.71650222,37.81923996,Вешняки,ВАО
Пл. Амилкара Кабрала,55.72371543,37.82693675,Вешняки,ВАО
Платф. Новогиреево,55.74350971,37.82061696,Вешняки,ВАО
Платф. Новогиреево,55.74404603,37.82180223,Вешняки,ВАО
"Кетчерская ул., 8",55.74473469,37.82587748,Вешняки,ВАО
Кетчерская ул.,55.74405964,37.83004246,Вешняки,ВАО
"Ул. Старый Гай, 1",55.74156549,37.83061934,Вешняки,ВАО
Поликлиника,55.73792811,37.82826554,Вешняки,ВАО
Ивановский парк,55.75781587,37.82638181,Ивановское,ВАО
Ивановский парк,55.75741327,37.82807024,Ивановское,ВАО
Автозаводская ул.,55.70897751,37.66235117,Даниловский,ЮАО
Фрязевская ул.,55.74615652,37.82438457,Новогиреево,ВАО
Болотниковская ул.,55.65717943,37.61919317,Нагорный,ЮАО
Ул. Молостовых,55.75073036,37.83159055,Ивановское,ВАО
Метро «Новогиреево»,55.75210611,37.81347949,Новогиреево,ВАО
"Зелёный проспект, 65",55.75287053,37.80808672,Новогиреево,ВАО
Платф. Новогиреево,55.74373536,37.81205437,Новогиреево,ВАО
Мартеновская ул.,55.75348724,37.80371464,Новогиреево,ВАО
Фрязевская ул.,55.74636679,37.8266681,Новогиреево,ВАО
Ж.д. переезд,55.75390004,37.7534124,Перово,ВАО
Платф. Новогиреево,55.74469546,37.81673633,Новогиреево,ВАО
Метро «Ш. Энтузиастов»,55.75661595,37.75175651,Перово,ВАО
Ивановское,55.76760207,37.83811803,Ивановское,ВАО
Ул. Сталеваров,55.77465731,37.83538282,Ивановское,ВАО
"Ш. Энтузиастов, 98",55.77360334,37.83187029,Ивановское,ВАО
Платф. Новогиреево,55.74430657,37.81717749,Новогиреево,ВАО
Ул. Новотетерки,55.74474194,37.79936283,Новогиреево,ВАО
Свободный просп.,55.74484875,37.81422392,Новогиреево,ВАО
МФЦ «Новогиреево»,55.74790415,37.80532883,Новогиреево,ВАО
Клинический научный центр,55.76499617,37.79029256,Перово,ВАО
Метро «Партизанская»,55.78847645,37.74993978,Измайлово,ВАО
Центр физической культуры и спорта,55.74614198,37.77569544,Перово,ВАО
Тарная ф-ка,55.81812993,37.76811245,Гольяново,ВАО
2-я Владимирская ул.,55.74539955,37.78883106,Новогиреево,ВАО
Монтажная ул.,55.8246229,37.7587587,Метрогородок,ВАО
Главная ал.,55.77697737,37.7626867,Измайлово,ВАО
Дворец творчества молодежи,55.7542742,37.77692313,Перово,ВАО
Консультативно-диагностический центр,55.82264089,37.75491258,Метрогородок,ВАО
Детский городок,55.77684944,37.75767325,Измайлово,ВАО
Измайловский парк,55.77659044,37.74798803,Измайлово,ВАО
Уссурийская ул.,55.82150642,37.82436525,Гольяново,ВАО
Тагильская ул.,55.82067214,37.75100676,Метрогородок,ВАО
Детский городок,55.77671297,37.75729234,Измайлово,ВАО
Плодоовощной комбинат,55.8174447,37.74363445,Метрогородок,ВАО
Главная ал.,55.77685953,37.76394322,Измайлово,ВАО
Консультативно-диагностический центр,55.82362434,37.75718729,Метрогородок,ВАО
Перовский ЗАГС,55.7460973,37.78056821,Перово,ВАО
Монтажная ул.,55.82486959,37.75983134,Метрогородок,ВАО
Детские ясли-сад,55.82648992,37.7629761,Метрогородок,ВАО
"Открытое ш., 26",55.82551992,37.76575738,Метрогородок,ВАО
Детская п-ка,55.81696838,37.80225678,Гольяново,ВАО
Центр физической культуры и спорта,55.74567351,37.77425666,Перово,ВАО
Ул. Николая Химушина,55.82075006,37.76359563,Метрогородок,ВАО
Аптека,55.81708411,37.80661373,Гольяново,ВАО
Театр иллюзии,55.74280075,37.77250072,Перово,ВАО
Тарная ф-ка,55.81768032,37.76835511,Гольяново,ВАО
Перовский парк,55.739465,37.77111137,Перово,ВАО
15-я Парковая ул.,55.81127536,37.81820556,Северное Измайлово,ВАО
"Уральская ул., 23",55.82291392,37.80439218,Гольяново,ВАО
Щелковское ш.,55.81048327,37.78142986,Гольяново,ВАО
Щелковское ш.,55.8121679,37.82870436,Северное Измайлово,ВАО
Мартеновская ул.,55.75350863,37.80291418,Новогиреево,ВАО
"16-я Парковая ул., 45",55.8081634,37.82944791,Северное Измайлово,ВАО
"Новогиреевская ул., 37",55.75315968,37.79797218,Новогиреево,ВАО
Перово поле,55.75227595,37.79260527,Новогиреево,ВАО
"16-я Парковая ул., 45",55.80781735,37.82979693,Северное Измайлово,ВАО
Щелковское ш.,55.81207354,37.82956176,Северное Измайлово,ВАО
15-я Парковая ул.,55.81155832,37.81774103,Гольяново,ВАО
Детская п-ка,55.81684854,37.80419221,Гольяново,ВАО
МКАД,55.81314376,37.83324683,Северное Измайлово,ВАО
Шоссе Энтузиастов,55.78075057,37.84187711,Ивановское,ВАО
Зеленый просп.,55.75062621,37.77961005,Перово,ВАО
Дворец творчества молодежи,55.75495024,37.77698679,Перово,ВАО
Ул. Молостовых,55.74994394,37.83090364,Ивановское,ВАО
Ул. Металлургов,55.75692547,37.77569057,Перово,ВАО
Вешняковская ул.,55.73803085,37.8162837,Вешняки,ВАО
Спортклуб «Луч»,55.7601812,37.77376065,Перово,ВАО
Музей «Кусково»,55.73317441,37.81173258,Вешняки,ВАО
Спортклуб «Луч»,55.75948546,37.77369696,Перово,ВАО
Ул. Металлургов,55.75674346,37.7753731,Перово,ВАО
Ул. Молдагуловой,55.72907409,37.80627452,Вешняки,ВАО
Аллея Первой Маёвки,55.7251132,37.80044692,Вешняки,ВАО
"Ул. Паперника, 17",55.72099377,37.79008096,Рязанский,ЮВАО
Театр Чихачева,55.71925996,37.78508655,Рязанский,ЮВАО
Вешняковская ул.,55.73768291,37.81643262,Вешняки,ВАО
Ул. Сталеваров,55.77469295,37.8369057,Ивановское,ВАО
Шоссе Энтузиастов,55.7807784,37.84272043,Ивановское,ВАО
МКАД,55.81347106,37.83258588,Гольяново,ВАО
"Монтажная ул., 7",55.81505475,37.77135854,Гольяново,ВАО
Перовский парк,55.7397276,37.7715805,Перово,ВАО
Музей «Кусково»,55.73344338,37.81287911,Вешняки,ВАО
15-я гор. б-ца,55.73210046,37.83115973,Вешняки,ВАО
"Реутовская ул., 22",55.73372735,37.83801045,Вешняки,ВАО
"Реутовская ул., 16",55.73669397,37.83837213,Вешняки,ВАО
"Реутовская ул., 6",55.74096658,37.83664942,Вешняки,ВАО
"Федеративный просп., 11",55.75691007,37.80453555,Перово,ВАО
Платф. Вешняки,55.72286665,37.80065354,Вешняки,ВАО
Ул. Красный Казанец,55.7208135,37.80611827,Вешняки,ВАО
"Пр. Карамзина, 13",55.5898257,37.54224727,Ясенево,ЮЗАО
"Пр. Карамзина, 9",55.59053654,37.53926053,Ясенево,ЮЗАО
"Пр. Карамзина, 5",55.59119386,37.536481,Ясенево,ЮЗАО
9-й мкр. Ясенева,55.59334579,37.53380706,Ясенево,ЮЗАО
"Голубинская ул., 24",55.59710353,37.53488167,Ясенево,ЮЗАО
Ясеневский лесопарк,55.59809994,37.53044992,Ясенево,ЮЗАО
Поликлиника,55.60319027,37.53322596,Ясенево,ЮЗАО
"Севастопольский просп., 81",55.65259917,37.56712731,Зюзино,ЮЗАО
Спортшкола,55.6538895,37.5685199,Зюзино,ЮЗАО
Перекопская ул.,55.65959931,37.57462991,Зюзино,ЮЗАО
Болотниковская ул.,55.66322712,37.57786703,Черёмушки,ЮЗАО
Префектура ЮЗАО,55.66145926,37.57598273,Черёмушки,ЮЗАО
Перекопская ул.,55.65934746,37.57376166,Черёмушки,ЮЗАО
"Ул. Чечулина, 14",55.78045163,37.82671353,Ивановское,ВАО
Б. Купавенский пр.,55.77807599,37.81908654,Ивановское,ВАО
Метро «Зюзино»,55.65543625,37.56950996,Черёмушки,ЮЗАО
Челябинская ул.,55.77595594,37.81972899,Ивановское,ВАО
"Севастопольский просп., 81",55.6517437,37.56557534,Черёмушки,ЮЗАО
Б. Купавенский пр.,55.77900401,37.82142089,Ивановское,ВАО
"Ул. Чечулина, 14",55.7806228,37.82818846,Ивановское,ВАО
Поликлиника,55.60342665,37.53037712,Ясенево,ЮЗАО
"Тарусская улица, 22",55.60155965,37.52912099,Ясенево,ЮЗАО
Пр. Карамзина,55.58901459,37.54573506,Ясенево,ЮЗАО
Ясеневский лесопарк,55.59775956,37.53075517,Ясенево,ЮЗАО
Метро «Первомайская»,55.79414659,37.79888375,Измайлово,ВАО
МЦД Калитники,55.73594202,37.70256917,Нижегородский,ЮВАО
9-й мкр. Ясенева,55.59281052,37.53363217,Ясенево,ЮЗАО
Первомайская ул.,55.7930326,37.819138,Восточное Измайлово,ВАО
Б. Андроньевская ул. - Покровский женский монастырь,55.73913859,37.66995901,Таганский,ЦАО
"Пр. Карамзина, 5",55.5908573,37.53674205,Ясенево,ЮЗАО
"Пр. Карамзина, 9",55.59014351,37.53973971,Ясенево,ЮЗАО
Дом культуры,55.7357904,37.41184215,Кунцево,ЗАО
"Пр. Карамзина, 13",55.58953211,37.54237889,Ясенево,ЮЗАО
Дом культуры,55.73607064,37.41217461,Кунцево,ЗАО
Современный Университет,55.73677082,37.69428242,Таганский,ЦАО
"Яснополянская ул., 7",55.72325344,37.78905658,Рязанский,ЮВАО
Партизанская ул.,55.72909593,37.41172655,Кунцево,ЗАО
МЦД Рабочий Посёлок,55.72771574,37.41759744,Кунцево,ЗАО
Б. Купавенский пр.,55.77978067,37.81979395,Ивановское,ВАО
"Реутовская ул., 6",55.74059301,37.83670783,Вешняки,ВАО
Площадь Мазурина,55.78947034,37.81953119,Восточное Измайлово,ВАО
Колледж «Спарта»,55.74753454,37.40651389,Кунцево,ЗАО
"Реутовская ул., 16",55.73627819,37.83800792,Вешняки,ВАО
Первомайская ул.,55.79237921,37.81944653,Восточное Измайлово,ВАО
Рублевское ш.,55.7496397,37.40963434,Кунцево,ЗАО
Метро «Первомайская»,55.79449389,37.79887351,Измайлово,ВАО
